week,country,district,pathogen,cases,amr_abundance
2023-08-06,Uganda,Gulu,Cholera,0,1.94
2023-08-06,Uganda,Gulu,E. coli,0,0.0
2023-08-06,Uganda,Gulu,Salmonella,0,0.0
2023-08-06,Uganda,Gulu,Shigella,0,0.0
2023-08-06,Uganda,Gulu,Rotavirus,0,0.77
2023-08-13,Uganda,Gulu,Cholera,0,0.0
2023-08-13,Uganda,Gulu,E. coli,0,0.0
2023-08-13,Uganda,Gulu,Salmonella,0,0.0
2023-08-13,Uganda,Gulu,Shigella,0,4.57
2023-08-13,Uganda,Gulu,Rotavirus,0,0.0
2023-08-20,Uganda,Gulu,Cholera,0,0.0
2023-08-20,Uganda,Gulu,E. coli,0,4.04
2023-08-20,Uganda,Gulu,Salmonella,0,0.0
2023-08-20,Uganda,Gulu,Shigella,0,0.0
2023-08-20,Uganda,Gulu,Rotavirus,0,0.0
2023-08-27,Uganda,Gulu,Cholera,0,0.96
2023-08-27,Uganda,Gulu,E. coli,0,0.0
2023-08-27,Uganda,Gulu,Salmonella,0,0.0
2023-08-27,Uganda,Gulu,Shigella,0,4.35
2023-08-27,Uganda,Gulu,Rotavirus,0,1.9
2023-09-03,Uganda,Gulu,Cholera,0,0.0
2023-09-03,Uganda,Gulu,E. coli,0,0.0
2023-09-03,Uganda,Gulu,Salmonella,0,2.79
2023-09-03,Uganda,Gulu,Shigella,0,0.0
2023-09-03,Uganda,Gulu,Rotavirus,0,0.0
2023-09-10,Uganda,Gulu,Cholera,45,22.83
2023-09-10,Uganda,Gulu,E. coli,0,1.34
2023-09-10,Uganda,Gulu,Salmonella,0,0.0
2023-09-10,Uganda,Gulu,Shigella,0,0.0
2023-09-10,Uganda,Gulu,Rotavirus,0,8.29
2023-09-17,Uganda,Gulu,Cholera,30,11.53
2023-09-17,Uganda,Gulu,E. coli,0,2.44
2023-09-17,Uganda,Gulu,Salmonella,0,5.36
2023-09-17,Uganda,Gulu,Shigella,0,0.0
2023-09-17,Uganda,Gulu,Rotavirus,0,4.23
2023-09-24,Uganda,Gulu,Cholera,0,2.7
2023-09-24,Uganda,Gulu,E. coli,0,4.38
2023-09-24,Uganda,Gulu,Salmonella,0,0.0
2023-09-24,Uganda,Gulu,Shigella,0,0.0
2023-09-24,Uganda,Gulu,Rotavirus,0,1.31
2023-10-01,Uganda,Gulu,Cholera,0,0.0
2023-10-01,Uganda,Gulu,E. coli,36,10.07
2023-10-01,Uganda,Gulu,Salmonella,0,3.64
2023-10-01,Uganda,Gulu,Shigella,0,0.0
2023-10-01,Uganda,Gulu,Rotavirus,0,0.0
2023-10-08,Uganda,Gulu,Cholera,0,0.0
2023-10-08,Uganda,Gulu,E. coli,0,1.85
2023-10-08,Uganda,Gulu,Salmonella,0,13.88
2023-10-08,Uganda,Gulu,Shigella,0,0.2
2023-10-08,Uganda,Gulu,Rotavirus,0,0.0
2023-10-15,Uganda,Gulu,Cholera,0,0.0
2023-10-15,Uganda,Gulu,E. coli,0,3.6
2023-10-15,Uganda,Gulu,Salmonella,0,0.0
2023-10-15,Uganda,Gulu,Shigella,0,12.32
2023-10-15,Uganda,Gulu,Rotavirus,0,1.63
2023-10-22,Uganda,Gulu,Cholera,0,8.7
2023-10-22,Uganda,Gulu,E. coli,0,3.91
2023-10-22,Uganda,Gulu,Salmonella,0,0.0
2023-10-22,Uganda,Gulu,Shigella,0,1.43
2023-10-22,Uganda,Gulu,Rotavirus,0,0.0
2023-10-29,Uganda,Gulu,Cholera,0,0.0
2023-10-29,Uganda,Gulu,E. coli,0,0.0
2023-10-29,Uganda,Gulu,Salmonella,32,8.11
2023-10-29,Uganda,Gulu,Shigella,0,3.74
2023-10-29,Uganda,Gulu,Rotavirus,0,6.99
2023-11-05,Uganda,Gulu,Cholera,0,0.0
2023-11-05,Uganda,Gulu,E. coli,0,3.15
2023-11-05,Uganda,Gulu,Salmonella,0,1.92
2023-11-05,Uganda,Gulu,Shigella,0,0.0
2023-11-05,Uganda,Gulu,Rotavirus,29,0.0
2023-11-12,Uganda,Gulu,Cholera,0,0.88
2023-11-12,Uganda,Gulu,E. coli,0,5.45
2023-11-12,Uganda,Gulu,Salmonella,0,0.0
2023-11-12,Uganda,Gulu,Shigella,0,2.86
2023-11-12,Uganda,Gulu,Rotavirus,0,5.12
2023-11-19,Uganda,Gulu,Cholera,39,0.83
2023-11-19,Uganda,Gulu,E. coli,39,13.07
2023-11-19,Uganda,Gulu,Salmonella,28,8.2
2023-11-19,Uganda,Gulu,Shigella,0,0.0
2023-11-19,Uganda,Gulu,Rotavirus,0,4.32
2023-11-26,Uganda,Gulu,Cholera,0,0.0
2023-11-26,Uganda,Gulu,E. coli,0,0.02
2023-11-26,Uganda,Gulu,Salmonella,0,8.11
2023-11-26,Uganda,Gulu,Shigella,0,0.0
2023-11-26,Uganda,Gulu,Rotavirus,0,3.38
2023-12-03,Uganda,Gulu,Cholera,0,7.33
2023-12-03,Uganda,Gulu,E. coli,0,2.7
2023-12-03,Uganda,Gulu,Salmonella,0,1.15
2023-12-03,Uganda,Gulu,Shigella,0,0.0
2023-12-03,Uganda,Gulu,Rotavirus,0,4.34
2023-12-10,Uganda,Gulu,Cholera,0,0.0
2023-12-10,Uganda,Gulu,E. coli,0,2.49
2023-12-10,Uganda,Gulu,Salmonella,0,0.0
2023-12-10,Uganda,Gulu,Shigella,0,0.0
2023-12-10,Uganda,Gulu,Rotavirus,0,2.45
2023-12-17,Uganda,Gulu,Cholera,1,0.0
2023-12-17,Uganda,Gulu,E. coli,0,0.0
2023-12-17,Uganda,Gulu,Salmonella,2,0.0
2023-12-17,Uganda,Gulu,Shigella,0,2.71
2023-12-17,Uganda,Gulu,Rotavirus,3,6.5
2023-12-24,Uganda,Gulu,Cholera,2,6.12
2023-12-24,Uganda,Gulu,E. coli,28,3.25
2023-12-24,Uganda,Gulu,Salmonella,4,0.0
2023-12-24,Uganda,Gulu,Shigella,2,0.0
2023-12-24,Uganda,Gulu,Rotavirus,6,0.0
2023-01-01,Uganda,Mbale,Cholera,5,0.16
2023-01-01,Uganda,Mbale,E. coli,3,1.55
2023-01-01,Uganda,Mbale,Salmonella,4,3.91
2023-01-01,Uganda,Mbale,Shigella,5,7.44
2023-01-01,Uganda,Mbale,Rotavirus,2,2.77
2023-01-08,Uganda,Mbale,Cholera,4,0.0
2023-01-08,Uganda,Mbale,E. coli,6,1.2
2023-01-08,Uganda,Mbale,Salmonella,3,8.86
2023-01-08,Uganda,Mbale,Shigella,10,0.05
2023-01-08,Uganda,Mbale,Rotavirus,8,0.0
2023-01-15,Uganda,Mbale,Cholera,12,0.0
2023-01-15,Uganda,Mbale,E. coli,6,0.0
2023-01-15,Uganda,Mbale,Salmonella,9,5.77
2023-01-15,Uganda,Mbale,Shigella,10,9.33
2023-01-15,Uganda,Mbale,Rotavirus,8,8.24
2023-01-22,Uganda,Mbale,Cholera,12,0.0
2023-01-22,Uganda,Mbale,E. coli,55,15.31
2023-01-22,Uganda,Mbale,Salmonella,5,2.26
2023-01-22,Uganda,Mbale,Shigella,13,0.0
2023-01-22,Uganda,Mbale,Rotavirus,9,0.0
2023-01-29,Uganda,Mbale,Cholera,10,6.76
2023-01-29,Uganda,Mbale,E. coli,8,4.23
2023-01-29,Uganda,Mbale,Salmonella,13,0.0
2023-01-29,Uganda,Mbale,Shigella,11,0.0
2023-01-29,Uganda,Mbale,Rotavirus,15,0.0
2023-02-05,Uganda,Mbale,Cholera,5,3.96
2023-02-05,Uganda,Mbale,E. coli,14,6.41
2023-02-05,Uganda,Mbale,Salmonella,15,3.56
2023-02-05,Uganda,Mbale,Shigella,14,3.85
2023-02-05,Uganda,Mbale,Rotavirus,13,0.16
2023-02-12,Uganda,Mbale,Cholera,10,3.45
2023-02-12,Uganda,Mbale,E. coli,15,7.79
2023-02-12,Uganda,Mbale,Salmonella,12,2.41
2023-02-12,Uganda,Mbale,Shigella,14,4.87
2023-02-12,Uganda,Mbale,Rotavirus,15,8.52
2023-02-19,Uganda,Mbale,Cholera,21,2.92
2023-02-19,Uganda,Mbale,E. coli,11,0.0
2023-02-19,Uganda,Mbale,Salmonella,20,10.4
2023-02-19,Uganda,Mbale,Shigella,13,0.0
2023-02-19,Uganda,Mbale,Rotavirus,15,4.25
2023-02-26,Uganda,Mbale,Cholera,21,7.43
2023-02-26,Uganda,Mbale,E. coli,18,3.7
2023-02-26,Uganda,Mbale,Salmonella,17,4.8
2023-02-26,Uganda,Mbale,Shigella,16,4.66
2023-02-26,Uganda,Mbale,Rotavirus,18,0.0
2023-03-05,Uganda,Mbale,Cholera,12,1.55
2023-03-05,Uganda,Mbale,E. coli,16,5.63
2023-03-05,Uganda,Mbale,Salmonella,19,0.0
2023-03-05,Uganda,Mbale,Shigella,30,4.69
2023-03-05,Uganda,Mbale,Rotavirus,22,0.0
2023-03-12,Uganda,Mbale,Cholera,23,7.9
2023-03-12,Uganda,Mbale,E. coli,15,0.0
2023-03-12,Uganda,Mbale,Salmonella,22,3.61
2023-03-12,Uganda,Mbale,Shigella,19,2.88
2023-03-12,Uganda,Mbale,Rotavirus,17,8.02
2023-03-19,Uganda,Mbale,Cholera,16,0.0
2023-03-19,Uganda,Mbale,E. coli,49,10.05
2023-03-19,Uganda,Mbale,Salmonella,17,10.85
2023-03-19,Uganda,Mbale,Shigella,18,2.61
2023-03-19,Uganda,Mbale,Rotavirus,28,1.19
2023-03-26,Uganda,Mbale,Cholera,19,5.28
2023-03-26,Uganda,Mbale,E. coli,15,4.96
2023-03-26,Uganda,Mbale,Salmonella,21,0.81
2023-03-26,Uganda,Mbale,Shigella,25,7.08
2023-03-26,Uganda,Mbale,Rotavirus,16,0.0
2023-04-02,Uganda,Mbale,Cholera,14,1.26
2023-04-02,Uganda,Mbale,E. coli,20,1.73
2023-04-02,Uganda,Mbale,Salmonella,17,0.93
2023-04-02,Uganda,Mbale,Shigella,24,7.03
2023-04-02,Uganda,Mbale,Rotavirus,22,0.41
2023-04-09,Uganda,Mbale,Cholera,22,2.28
2023-04-09,Uganda,Mbale,E. coli,12,4.9
2023-04-09,Uganda,Mbale,Salmonella,28,0.53
2023-04-09,Uganda,Mbale,Shigella,10,0.0
2023-04-09,Uganda,Mbale,Rotavirus,18,1.44
2023-04-16,Uganda,Mbale,Cholera,18,5.49
2023-04-16,Uganda,Mbale,E. coli,24,0.74
2023-04-16,Uganda,Mbale,Salmonella,58,10.23
2023-04-16,Uganda,Mbale,Shigella,18,3.6
2023-04-16,Uganda,Mbale,Rotavirus,14,1.91
2023-04-23,Uganda,Mbale,Cholera,18,7.22
2023-04-23,Uganda,Mbale,E. coli,19,0.0
2023-04-23,Uganda,Mbale,Salmonella,14,7.58
2023-04-23,Uganda,Mbale,Shigella,16,3.89
2023-04-23,Uganda,Mbale,Rotavirus,17,3.04
2023-04-30,Uganda,Mbale,Cholera,18,8.73
2023-04-30,Uganda,Mbale,E. coli,25,8.61
2023-04-30,Uganda,Mbale,Salmonella,27,3.96
2023-04-30,Uganda,Mbale,Shigella,45,5.3
2023-04-30,Uganda,Mbale,Rotavirus,23,0.0
2023-05-07,Uganda,Mbale,Cholera,18,5.23
2023-05-07,Uganda,Mbale,E. coli,44,1.85
2023-05-07,Uganda,Mbale,Salmonella,49,13.8
2023-05-07,Uganda,Mbale,Shigella,23,2.64
2023-05-07,Uganda,Mbale,Rotavirus,20,0.37
2023-05-14,Uganda,Mbale,Cholera,20,0.0
2023-05-14,Uganda,Mbale,E. coli,15,0.45
2023-05-14,Uganda,Mbale,Salmonella,16,8.9
2023-05-14,Uganda,Mbale,Shigella,19,4.22
2023-05-14,Uganda,Mbale,Rotavirus,16,1.52
2023-05-21,Uganda,Mbale,Cholera,30,9.9
2023-05-21,Uganda,Mbale,E. coli,14,4.72
2023-05-21,Uganda,Mbale,Salmonella,9,3.55
2023-05-21,Uganda,Mbale,Shigella,17,4.54
2023-05-21,Uganda,Mbale,Rotavirus,16,2.0
2023-05-28,Uganda,Mbale,Cholera,42,13.55
2023-05-28,Uganda,Mbale,E. coli,14,0.0
2023-05-28,Uganda,Mbale,Salmonella,21,14.41
2023-05-28,Uganda,Mbale,Shigella,13,13.99
2023-05-28,Uganda,Mbale,Rotavirus,12,0.0
2023-06-04,Uganda,Mbale,Cholera,18,7.26
2023-06-04,Uganda,Mbale,E. coli,13,5.29
2023-06-04,Uganda,Mbale,Salmonella,9,9.92
2023-06-04,Uganda,Mbale,Shigella,9,3.72
2023-06-04,Uganda,Mbale,Rotavirus,11,0.0
2023-06-11,Uganda,Mbale,Cholera,10,1.89
2023-06-11,Uganda,Mbale,E. coli,15,0.0
2023-06-11,Uganda,Mbale,Salmonella,3,0.0
2023-06-11,Uganda,Mbale,Shigella,9,5.52
2023-06-11,Uganda,Mbale,Rotavirus,43,7.58
2023-06-18,Uganda,Mbale,Cholera,8,1.29
2023-06-18,Uganda,Mbale,E. coli,10,0.0
2023-06-18,Uganda,Mbale,Salmonella,7,0.0
2023-06-18,Uganda,Mbale,Shigella,15,3.74
2023-06-18,Uganda,Mbale,Rotavirus,12,0.83
2023-06-25,Uganda,Mbale,Cholera,5,2.57
2023-06-25,Uganda,Mbale,E. coli,7,3.83
2023-06-25,Uganda,Mbale,Salmonella,5,0.0
2023-06-25,Uganda,Mbale,Shigella,13,0.6
2023-06-25,Uganda,Mbale,Rotavirus,6,3.88
2023-07-02,Uganda,Mbale,Cholera,8,0.0
2023-07-02,Uganda,Mbale,E. coli,3,6.19
2023-07-02,Uganda,Mbale,Salmonella,1,1.37
2023-07-02,Uganda,Mbale,Shigella,5,5.77
2023-07-02,Uganda,Mbale,Rotavirus,6,0.39
2023-07-09,Uganda,Mbale,Cholera,7,0.0
2023-07-09,Uganda,Mbale,E. coli,2,4.95
2023-07-09,Uganda,Mbale,Salmonella,3,8.23
2023-07-09,Uganda,Mbale,Shigella,5,4.77
2023-07-09,Uganda,Mbale,Rotavirus,3,0.0
2023-07-16,Uganda,Mbale,Cholera,0,10.33
2023-07-16,Uganda,Mbale,E. coli,2,2.33
2023-07-16,Uganda,Mbale,Salmonella,48,12.6
2023-07-16,Uganda,Mbale,Shigella,2,5.19
2023-07-16,Uganda,Mbale,Rotavirus,2,1.3
2023-07-23,Uganda,Mbale,Cholera,0,4.19
2023-07-23,Uganda,Mbale,E. coli,0,3.75
2023-07-23,Uganda,Mbale,Salmonella,0,3.27
2023-07-23,Uganda,Mbale,Shigella,0,0.0
2023-07-23,Uganda,Mbale,Rotavirus,0,0.0
2023-07-30,Uganda,Mbale,Cholera,0,4.1
2023-07-30,Uganda,Mbale,E. coli,0,2.12
2023-07-30,Uganda,Mbale,Salmonella,0,0.0
2023-07-30,Uganda,Mbale,Shigella,0,0.0
2023-07-30,Uganda,Mbale,Rotavirus,0,0.0
2023-08-06,Uganda,Mbale,Cholera,0,0.0
2023-08-06,Uganda,Mbale,E. coli,0,0.0
2023-08-06,Uganda,Mbale,Salmonella,0,10.11
2023-08-06,Uganda,Mbale,Shigella,0,1.36
2023-08-06,Uganda,Mbale,Rotavirus,0,2.09
2023-08-13,Uganda,Mbale,Cholera,0,5.46
2023-08-13,Uganda,Mbale,E. coli,0,0.0
2023-08-13,Uganda,Mbale,Salmonella,0,0.0
2023-08-13,Uganda,Mbale,Shigella,0,3.62
2023-08-13,Uganda,Mbale,Rotavirus,0,0.0
2023-08-20,Uganda,Mbale,Cholera,0,3.49
2023-08-20,Uganda,Mbale,E. coli,0,0.0
2023-08-20,Uganda,Mbale,Salmonella,0,0.0
2023-08-20,Uganda,Mbale,Shigella,0,0.0
2023-08-20,Uganda,Mbale,Rotavirus,0,3.3
2023-08-27,Uganda,Mbale,Cholera,0,8.09
2023-08-27,Uganda,Mbale,E. coli,0,2.08
2023-08-27,Uganda,Mbale,Salmonella,0,0.0
2023-08-27,Uganda,Mbale,Shigella,0,4.55
2023-08-27,Uganda,Mbale,Rotavirus,0,0.0
2023-09-03,Uganda,Mbale,Cholera,0,0.0
2023-09-03,Uganda,Mbale,E. coli,0,0.4
2023-09-03,Uganda,Mbale,Salmonella,0,3.79
2023-09-03,Uganda,Mbale,Shigella,0,0.0
2023-09-03,Uganda,Mbale,Rotavirus,0,0.0
2023-09-10,Uganda,Mbale,Cholera,0,0.0
2023-09-10,Uganda,Mbale,E. coli,0,5.41
2023-09-10,Uganda,Mbale,Salmonella,0,0.0
2023-09-10,Uganda,Mbale,Shigella,0,0.0
2023-09-10,Uganda,Mbale,Rotavirus,0,0.0
2023-09-17,Uganda,Mbale,Cholera,0,6.17
2023-09-17,Uganda,Mbale,E. coli,0,0.0
2023-09-17,Uganda,Mbale,Salmonella,49,8.5
2023-09-17,Uganda,Mbale,Shigella,0,0.0
2023-09-17,Uganda,Mbale,Rotavirus,0,0.0
2023-09-24,Uganda,Mbale,Cholera,0,0.0
2023-09-24,Uganda,Mbale,E. coli,0,0.0
2023-09-24,Uganda,Mbale,Salmonella,0,4.88
2023-09-24,Uganda,Mbale,Shigella,0,1.92
2023-09-24,Uganda,Mbale,Rotavirus,0,7.9
2023-10-01,Uganda,Mbale,Cholera,24,2.69
2023-10-01,Uganda,Mbale,E. coli,0,0.0
2023-10-01,Uganda,Mbale,Salmonella,0,2.68
2023-10-01,Uganda,Mbale,Shigella,0,6.13
2023-10-01,Uganda,Mbale,Rotavirus,0,0.0
2023-10-08,Uganda,Mbale,Cholera,47,10.13
2023-10-08,Uganda,Mbale,E. coli,0,0.0
2023-10-08,Uganda,Mbale,Salmonella,0,0.21
2023-10-08,Uganda,Mbale,Shigella,0,2.27
2023-10-08,Uganda,Mbale,Rotavirus,0,0.0
2023-10-15,Uganda,Mbale,Cholera,0,3.43
2023-10-15,Uganda,Mbale,E. coli,0,6.25
2023-10-15,Uganda,Mbale,Salmonella,0,2.11
2023-10-15,Uganda,Mbale,Shigella,0,4.0
2023-10-15,Uganda,Mbale,Rotavirus,0,0.0
2023-10-22,Uganda,Mbale,Cholera,0,10.82
2023-10-22,Uganda,Mbale,E. coli,0,5.72
2023-10-22,Uganda,Mbale,Salmonella,0,0.97
2023-10-22,Uganda,Mbale,Shigella,0,5.46
2023-10-22,Uganda,Mbale,Rotavirus,0,0.0
2023-10-29,Uganda,Mbale,Cholera,0,4.33
2023-10-29,Uganda,Mbale,E. coli,32,6.71
2023-10-29,Uganda,Mbale,Salmonella,0,0.0
2023-10-29,Uganda,Mbale,Shigella,0,0.0
2023-10-29,Uganda,Mbale,Rotavirus,0,0.0
2023-11-05,Uganda,Mbale,Cholera,0,0.0
2023-11-05,Uganda,Mbale,E. coli,0,7.94
2023-11-05,Uganda,Mbale,Salmonella,0,0.0
2023-11-05,Uganda,Mbale,Shigella,0,0.0
2023-11-05,Uganda,Mbale,Rotavirus,0,2.16
2023-11-12,Uganda,Mbale,Cholera,0,3.7
2023-11-12,Uganda,Mbale,E. coli,0,3.04
2023-11-12,Uganda,Mbale,Salmonella,0,0.0
2023-11-12,Uganda,Mbale,Shigella,0,0.0
2023-11-12,Uganda,Mbale,Rotavirus,0,8.42
2023-11-19,Uganda,Mbale,Cholera,0,4.21
2023-11-19,Uganda,Mbale,E. coli,0,0.12
2023-11-19,Uganda,Mbale,Salmonella,0,6.76
2023-11-19,Uganda,Mbale,Shigella,0,0.0
2023-11-19,Uganda,Mbale,Rotavirus,40,15.96
2023-11-26,Uganda,Mbale,Cholera,0,3.32
2023-11-26,Uganda,Mbale,E. coli,0,4.74
2023-11-26,Uganda,Mbale,Salmonella,0,0.0
2023-11-26,Uganda,Mbale,Shigella,0,5.32
2023-11-26,Uganda,Mbale,Rotavirus,0,0.0
2023-12-03,Uganda,Mbale,Cholera,0,4.35
2023-12-03,Uganda,Mbale,E. coli,0,8.07
2023-12-03,Uganda,Mbale,Salmonella,0,0.0
2023-12-03,Uganda,Mbale,Shigella,0,7.07
2023-12-03,Uganda,Mbale,Rotavirus,0,0.0
2023-12-10,Uganda,Mbale,Cholera,0,3.36
2023-12-10,Uganda,Mbale,E. coli,0,0.0
2023-12-10,Uganda,Mbale,Salmonella,0,0.0
2023-12-10,Uganda,Mbale,Shigella,0,8.09
2023-12-10,Uganda,Mbale,Rotavirus,0,0.0
2023-12-17,Uganda,Mbale,Cholera,1,0.0
2023-12-17,Uganda,Mbale,E. coli,1,0.0
2023-12-17,Uganda,Mbale,Salmonella,0,0.0
2023-12-17,Uganda,Mbale,Shigella,2,6.55
2023-12-17,Uganda,Mbale,Rotavirus,2,1.09
2023-12-24,Uganda,Mbale,Cholera,6,8.24
2023-12-24,Uganda,Mbale,E. coli,3,1.64
2023-12-24,Uganda,Mbale,Salmonella,4,3.8
2023-12-24,Uganda,Mbale,Shigella,5,5.91
2023-12-24,Uganda,Mbale,Rotavirus,4,0.0
2023-01-01,Kenya,Nairobi,Cholera,4,0.0
2023-01-01,Kenya,Nairobi,E. coli,3,0.66
2023-01-01,Kenya,Nairobi,Salmonella,6,0.0
2023-01-01,Kenya,Nairobi,Shigella,10,0.0
2023-01-01,Kenya,Nairobi,Rotavirus,5,0.0
2023-01-08,Kenya,Nairobi,Cholera,7,0.0
2023-01-08,Kenya,Nairobi,E. coli,10,0.0
2023-01-08,Kenya,Nairobi,Salmonella,7,9.48
2023-01-08,Kenya,Nairobi,Shigella,4,4.55
2023-01-08,Kenya,Nairobi,Rotavirus,7,0.0
2023-01-15,Kenya,Nairobi,Cholera,12,3.55
2023-01-15,Kenya,Nairobi,E. coli,11,0.0
2023-01-15,Kenya,Nairobi,Salmonella,6,1.91
2023-01-15,Kenya,Nairobi,Shigella,42,7.97
2023-01-15,Kenya,Nairobi,Rotavirus,11,0.0
2023-01-22,Kenya,Nairobi,Cholera,5,5.74
2023-01-22,Kenya,Nairobi,E. coli,12,8.2
2023-01-22,Kenya,Nairobi,Salmonella,3,2.2
2023-01-22,Kenya,Nairobi,Shigella,18,6.03
2023-01-22,Kenya,Nairobi,Rotavirus,9,0.17
2023-01-29,Kenya,Nairobi,Cholera,11,3.12
2023-01-29,Kenya,Nairobi,E. coli,7,0.0
2023-01-29,Kenya,Nairobi,Salmonella,11,0.0
2023-01-29,Kenya,Nairobi,Shigella,19,0.0
2023-01-29,Kenya,Nairobi,Rotavirus,14,5.86
2023-02-05,Kenya,Nairobi,Cholera,15,4.99
2023-02-05,Kenya,Nairobi,E. coli,21,5.22
2023-02-05,Kenya,Nairobi,Salmonella,16,2.64
2023-02-05,Kenya,Nairobi,Shigella,13,1.0
2023-02-05,Kenya,Nairobi,Rotavirus,17,6.11
2023-02-12,Kenya,Nairobi,Cholera,13,11.46
2023-02-12,Kenya,Nairobi,E. coli,17,0.0
2023-02-12,Kenya,Nairobi,Salmonella,20,3.47
2023-02-12,Kenya,Nairobi,Shigella,20,0.0
2023-02-12,Kenya,Nairobi,Rotavirus,52,0.0
2023-02-19,Kenya,Nairobi,Cholera,11,0.0
2023-02-19,Kenya,Nairobi,E. coli,16,1.02
2023-02-19,Kenya,Nairobi,Salmonella,23,1.44
2023-02-19,Kenya,Nairobi,Shigella,19,0.0
2023-02-19,Kenya,Nairobi,Rotavirus,16,0.0
2023-02-26,Kenya,Nairobi,Cholera,19,2.58
2023-02-26,Kenya,Nairobi,E. coli,17,5.86
2023-02-26,Kenya,Nairobi,Salmonella,16,5.16
2023-02-26,Kenya,Nairobi,Shigella,11,4.67
2023-02-26,Kenya,Nairobi,Rotavirus,14,0.0
2023-03-05,Kenya,Nairobi,Cholera,19,7.99
2023-03-05,Kenya,Nairobi,E. coli,16,5.71
2023-03-05,Kenya,Nairobi,Salmonella,9,0.0
2023-03-05,Kenya,Nairobi,Shigella,13,0.0
2023-03-05,Kenya,Nairobi,Rotavirus,22,12.53
2023-03-12,Kenya,Nairobi,Cholera,18,0.0
2023-03-12,Kenya,Nairobi,E. coli,25,0.0
2023-03-12,Kenya,Nairobi,Salmonella,14,0.0
2023-03-12,Kenya,Nairobi,Shigella,21,13.65
2023-03-12,Kenya,Nairobi,Rotavirus,25,5.38
2023-03-19,Kenya,Nairobi,Cholera,20,7.11
2023-03-19,Kenya,Nairobi,E. coli,50,9.02
2023-03-19,Kenya,Nairobi,Salmonella,24,0.0
2023-03-19,Kenya,Nairobi,Shigella,20,4.54
2023-03-19,Kenya,Nairobi,Rotavirus,19,2.21
2023-03-26,Kenya,Nairobi,Cholera,20,7.49
2023-03-26,Kenya,Nairobi,E. coli,15,0.0
2023-03-26,Kenya,Nairobi,Salmonella,20,6.29
2023-03-26,Kenya,Nairobi,Shigella,29,16.29
2023-03-26,Kenya,Nairobi,Rotavirus,20,0.0
2023-04-02,Kenya,Nairobi,Cholera,18,0.0
2023-04-02,Kenya,Nairobi,E. coli,21,5.68
2023-04-02,Kenya,Nairobi,Salmonella,23,3.41
2023-04-02,Kenya,Nairobi,Shigella,25,18.52
2023-04-02,Kenya,Nairobi,Rotavirus,22,3.25
2023-04-09,Kenya,Nairobi,Cholera,21,0.0
2023-04-09,Kenya,Nairobi,E. coli,21,7.62
2023-04-09,Kenya,Nairobi,Salmonella,21,1.22
2023-04-09,Kenya,Nairobi,Shigella,22,0.0
2023-04-09,Kenya,Nairobi,Rotavirus,20,0.0
2023-04-16,Kenya,Nairobi,Cholera,11,6.3
2023-04-16,Kenya,Nairobi,E. coli,18,5.39
2023-04-16,Kenya,Nairobi,Salmonella,18,0.0
2023-04-16,Kenya,Nairobi,Shigella,24,0.19
2023-04-16,Kenya,Nairobi,Rotavirus,12,0.0
2023-04-23,Kenya,Nairobi,Cholera,22,0.0
2023-04-23,Kenya,Nairobi,E. coli,12,0.0
2023-04-23,Kenya,Nairobi,Salmonella,21,1.37
2023-04-23,Kenya,Nairobi,Shigella,15,0.0
2023-04-23,Kenya,Nairobi,Rotavirus,13,4.4
2023-04-30,Kenya,Nairobi,Cholera,16,0.0
2023-04-30,Kenya,Nairobi,E. coli,15,0.0
2023-04-30,Kenya,Nairobi,Salmonella,15,9.96
2023-04-30,Kenya,Nairobi,Shigella,17,0.0
2023-04-30,Kenya,Nairobi,Rotavirus,25,3.25
2023-05-07,Kenya,Nairobi,Cholera,16,0.0
2023-05-07,Kenya,Nairobi,E. coli,22,9.81
2023-05-07,Kenya,Nairobi,Salmonella,17,2.64
2023-05-07,Kenya,Nairobi,Shigella,15,8.3
2023-05-07,Kenya,Nairobi,Rotavirus,17,5.93
2023-05-14,Kenya,Nairobi,Cholera,17,2.97
2023-05-14,Kenya,Nairobi,E. coli,15,6.23
2023-05-14,Kenya,Nairobi,Salmonella,17,0.0
2023-05-14,Kenya,Nairobi,Shigella,11,0.0
2023-05-14,Kenya,Nairobi,Rotavirus,17,0.0
2023-05-21,Kenya,Nairobi,Cholera,9,0.0
2023-05-21,Kenya,Nairobi,E. coli,19,0.0
2023-05-21,Kenya,Nairobi,Salmonella,15,9.14
2023-05-21,Kenya,Nairobi,Shigella,16,0.0
2023-05-21,Kenya,Nairobi,Rotavirus,12,2.41
2023-05-28,Kenya,Nairobi,Cholera,17,0.0
2023-05-28,Kenya,Nairobi,E. coli,12,3.08
2023-05-28,Kenya,Nairobi,Salmonella,9,1.93
2023-05-28,Kenya,Nairobi,Shigella,11,1.58
2023-05-28,Kenya,Nairobi,Rotavirus,15,6.01
2023-06-04,Kenya,Nairobi,Cholera,11,9.04
2023-06-04,Kenya,Nairobi,E. coli,15,3.63
2023-06-04,Kenya,Nairobi,Salmonella,14,6.23
2023-06-04,Kenya,Nairobi,Shigella,8,0.0
2023-06-04,Kenya,Nairobi,Rotavirus,8,2.8
2023-06-11,Kenya,Nairobi,Cholera,12,4.83
2023-06-11,Kenya,Nairobi,E. coli,6,9.15
2023-06-11,Kenya,Nairobi,Salmonella,10,0.0
2023-06-11,Kenya,Nairobi,Shigella,63,6.06
